drinkerID,drinkerName,barID,barName,state
925,Stuart Darnell,82,The Watery Pear Pub,Texas
926,Dyllan Chambers,617,Knotty Captain Tavern,Virgin Island
927,Colby Boyd,608,Gullible Gusty Cod Pub,Idaho
927,Colby Boyd,395,Evasive Wife Inn,Idaho
928,Robi Uddin,550, Bongo ,Michigan
928,Robi Uddin,466,The Detailed Garden Bar,Michigan
928,Robi Uddin,620,Obeisant Wife ,Michigan
929,Zendel Rogers,139,The Macabre Gorilla Pub,Florida
929,Zendel Rogers,58,The Lowly Bongo Pub,Florida
929,Zendel Rogers,117,Fancy Guitar Pub,Florida
930,Corrie Hancock,390,The Scary Armadillo Bar,Alaska
930,Corrie Hancock,890,Miscreant Elf ,Alaska
930,Corrie Hancock,116,The Living Frog Pub,Alaska
931,Cruz DeLorenzo,666,Versed Planet Bar,North Dakota
931,Cruz DeLorenzo,628,Scary Fish Pub,North Dakota
932,Loui McCormack,388,Idiotic Onion ,New Hampshire
932,Loui McCormack,730,The  Flagrant Crossbow Tavern,New Hampshire
932,Loui McCormack,388,Idiotic Onion ,New Hampshire
933,Vincenzo Darnell,374,Luxuriant Noodle Tavern,Missouri
933,Vincenzo Darnell,374,Luxuriant Noodle Tavern,Missouri
933,Vincenzo Darnell,389,The Vulgar Pikachu Bar,Missouri
934,Crispin Napier,142,The Eager Lyre Tavern,Mississippi
934,Crispin Napier,382,The Jealous Lion Tavern,Mississippi
934,Crispin Napier,576,Unwieldy Husband Pub,Mississippi
935,Caine Vogal,387,The Short Crossbow Inn,Wisconsin
935,Caine Vogal,159,The Concerned Pirate Tavern,Wisconsin
935,Caine Vogal,411,The Addicted Pikachu Pub,Wisconsin
936,Reese Baxster,683,The Normal Flower Bar,West Virginia
936,Reese Baxster,298,Lavish Garden Pub,West Virginia
936,Reese Baxster,306,Pleasant Frog ,West Virginia
937,Wynn Ferro,54,Picayune Cove Tavern,Maryland
938,Davis Weiss,225,Tasty Badger Tavern,Montana
938,Davis Weiss,784,The Acoustic Noodle ,Montana
939,Kieryn Lulloff,213,The Grubby Gruesome Badger Pub,Maryland
940,Valen Chambers,810,The Wicked Lyre Bar,Colorado
940,Valen Chambers,282,The Cheap Elf ,Colorado
941,Ceiran Trebil,327,The Crooked Gorilla Inn,California
941,Ceiran Trebil,623,The Glistening Glorious Pup Bar,California
942,Benny Linde,935,The Guiltless Cake Pub,Delaware
942,Benny Linde,941,Nice Badger ,Delaware
942,Benny Linde,418,The Delicate Skull ,Delaware
943,Luciano Ulrich,142,The Eager Lyre Tavern,Mississippi
943,Luciano Ulrich,346,The Homeless Bongo Tavern,Mississippi
944,Artem Schwager,361,The Waggish Moose Inn,Hawaii
944,Artem Schwager,668,The Nutritious Noodle Inn,Hawaii
944,Artem Schwager,408,Rotten Guitar Pub,Hawaii
945,Bilal Tisler,185,Silly Bongo Tavern,Oregon
945,Bilal Tisler,540,The Questionable Elf Tavern,Oregon
945,Bilal Tisler,662,The Flawless Gate Tavern,Oregon
946,Eiddon Soloman,978,The Hoc Cave Bar,Maine
946,Eiddon Soloman,994,Sable Garden Bar,Maine
946,Eiddon Soloman,872,Vulgar Noodle Bar,Maine
947,Kenzi Cast,611,Moldy Bongo Bar,New Mexico
948,Puneetpaul Reamer,481,Real Flower Bar,Vermont
948,Puneetpaul Reamer,343,Salty Cod Bar,Vermont
948,Puneetpaul Reamer,595,The Boorish Husband Inn,Vermont
949,Rafi Upson,390,The Scary Armadillo Bar,Alaska
949,Rafi Upson,739,The Phobic Guitar Inn,Alaska
949,Rafi Upson,991,Unkempt Trumpet Pub,Alaska
950,Malakai Sonderling,77,Spectacular Flower Pub,New Mexico
950,Malakai Sonderling,611,Moldy Bongo Bar,New Mexico
950,Malakai Sonderling,997,The Obtainable Trumpet Pub,New Mexico
951,Chad Sellon,959,Outgoing Pup Inn,Northern Mariana Islands
951,Chad Sellon,835,The Subsequent Planet Inn,Northern Mariana Islands
952,Oscar Severson,461,Mixed Bongo Pub,Alabama
952,Oscar Severson,513,The Even Excellent Excited Husband Tavern,Alabama
953,Diarmuid Pak,660,Productive Armadillo Pub,Nevada
954,Barry Dugelman,908,The Ahead Planet Inn,West Virginia
954,Barry Dugelman,246,The Perpetual Crossbow Bar,West Virginia
955,Korey Uddin,39,Overjoyed Frog Pub,Louisiana
955,Korey Uddin,834,The Silky Pear Inn,Louisiana
956,Shaw Knutson,231,Complex Onion Bar,New York
956,Shaw Knutson,943,Limping Planet Tavern,New York
956,Shaw Knutson,948,Superb Lyre Pub,New York
957,Jayke McCormack,102,Friendly Onion Pub,New Jersey
957,Jayke McCormack,42,The Rotten Apple Bar,New Jersey
957,Jayke McCormack,99,The  Five Lioness Inn,New Jersey
958,Donald Ferry,449,Dashing Cake Bar,Utah
958,Donald Ferry,759,Important Lioness Inn,Utah
958,Donald Ferry,900,The Accessible Trumpet Bar,Utah
959,Darrell Fletcher,957,Unsightly Pizza Inn,Guam
959,Darrell Fletcher,206,The Snotty Bongo ,Guam
959,Darrell Fletcher,597,The Erect Pikachu Bar,Guam
960,Karimas Miller,279,Childlike Pikachu Tavern,Nebraska
961,Callie Roberts,56,Eight Badger Pub,Hawaii
961,Callie Roberts,140,Milky Frog Bar,Hawaii
961,Callie Roberts,624,The Satisfying Noodle Inn,Hawaii
962,Pawel Illingsworth,691,Nonchalant Adventurer Pub,New Mexico
962,Pawel Illingsworth,997,The Obtainable Trumpet Pub,New Mexico
962,Pawel Illingsworth,611,Moldy Bongo Bar,New Mexico
963,Cale Wagle,844,The Imminent Gate Inn,Pennsylvania
963,Cale Wagle,747,The Crabby Cod Bar,Pennsylvania
964,Victor Thompson,256,The Present Apple Tavern,Alabama
965,Zaine Caswell,999,Untidy Rose Pub,Maine
965,Zaine Caswell,999,Untidy Rose Pub,Maine
966,Reagan Lulloff,283,The Nostalgic Rose Inn,Ohio
966,Reagan Lulloff,152,The Truculent Badger Bar,Ohio
966,Reagan Lulloff,385,The Truculent Skull Inn,Ohio
967,Yaseen Reamer,261,The Calculating Dog Tavern,New York
968,Hashem Tiernan,239,Stimulating Badger Inn,West Virginia
969,Veeran Jenson,914,Productive Mole Pub,Kentucky
970,Olaf Van Zandt,69,The Gifted Elf ,Palau
970,Olaf Van Zandt,734,Amazing Skull Tavern,Palau
971,Shae Ostrander,251,The Ignorant Cake Bar,Federated States of Micronesia
972,Kenyon Lulloff,484,The Sleepy Gorilla Pub,California
973,Roray Moore,52,The Spicy Captain ,West Virginia
974,Elias Ferry,10,Glib Pear Bar,Massachusetts
975,Thomson Illingsworth,540,The Questionable Elf Tavern,Oregon
975,Thomson Illingsworth,121,Lamentable Banjo Bar,Oregon
976,Sanfur Eastman,985,The Noxious Moose Inn,Federated States of Micronesia
976,Sanfur Eastman,497,The Unadvised Husband Inn,Federated States of Micronesia
977,Jazeb Fietzer,451,Imaginary Pikachu Pub,Kansas
977,Jazeb Fietzer,339,Squealing Cave Tavern,Kansas
977,Jazeb Fietzer,451,Imaginary Pikachu Pub,Kansas
978,Samar Weiss,621,Fluttering Armadillo Bar,Nevada
978,Samar Weiss,706,The Limping Pup Inn,Nevada
978,Samar Weiss,271,The Many Gate Tavern,Nevada
979,Brendon Nelson,880,The Thinkable Guitar ,Mississippi
979,Brendon Nelson,665,Drab Gate Tavern,Mississippi
979,Brendon Nelson,24,Economic Captain Inn,Mississippi
980,Joash Martin,862,Tame Frog Pub,Minnesota
980,Joash Martin,107,Tenuous Captain Bar,Minnesota
980,Joash Martin,363,The Heavenly Heavy Hellish Planet Pub,Minnesota
981,Chevy Johnsen,948,Superb Lyre Pub,New York
982,Joeddy Casal,485,The Nosy Trumpet Pub,North Carolina
983,Reice Jagtap,609,The Honorable Snowman ,Alabama
983,Reice Jagtap,256,The Present Apple Tavern,Alabama
984,Kevyn Chapman,389,The Vulgar Pikachu Bar,Missouri
985,Fabian Vanderpoel,609,The Honorable Snowman ,Alabama
986,Jiao Roberts,711,Unequaled Flower Inn,Washington
986,Jiao Roberts,711,Unequaled Flower Inn,Washington
987,Brajan Cannon,804,The Normal Badger Bar,New Jersey
987,Brajan Cannon,165,The Happy Kitten Tavern,New Jersey
988,Rooke Lawless,912,The Sleepy Noodle Bar,Texas
988,Rooke Lawless,912,The Sleepy Noodle Bar,Texas
988,Rooke Lawless,296,Miscreant Gate Pub,Texas
989,Gideon DeLorenzo,623,The Glistening Glorious Pup Bar,California
989,Gideon DeLorenzo,406,Agreeable Apple Tavern,California
990,Izaak Weiss,662,The Flawless Gate Tavern,Oregon
990,Izaak Weiss,294,The Long-Term Husband Tavern,Oregon
991,Jarno Tapia,587,Giant Pear Bar,Federated States of Micronesia
991,Jarno Tapia,985,The Noxious Moose Inn,Federated States of Micronesia
991,Jarno Tapia,264,Didactic Toad Pub,Federated States of Micronesia
992,Logan Wagle,360,Grubby Gruesome Snowman Bar,Puerto Rico
992,Logan Wagle,304,Cute Cave Inn,Puerto Rico
993,Charlie Tiernan,588,Wealthy Mole ,Wisconsin
994,Pierre-Antoine Myers,496,The Adjoining Snowman Tavern,Palau
995,Brydon-Craig Rogers,479,Thoughtless Husband ,California
995,Brydon-Craig Rogers,484,The Sleepy Gorilla Pub,California
996,Finnean Nuttle,737,Blue-Eyed Garden Tavern,Arizona
997,Oluwadamilare Cannon,969,Well-Groomed Lion Inn,Florida
997,Oluwadamilare Cannon,275,The Alive Skull Tavern,Florida
998,Bhaaldeen Vader,329,Illegal Garden Pub,Colorado
998,Bhaaldeen Vader,95,Ordinary Pikachu Inn,Colorado
999,Arnav Reamer,503,Verdant Crossbow Pub,Washington
999,Arnav Reamer,303,The Nervous Frog Bar,Washington
999,Arnav Reamer,585,Reminiscent Snowman ,Washington
1000,Findlay-James Schmitt,743,The Wary Garden Tavern,Washington
1000,Findlay-James Schmitt,503,Verdant Crossbow Pub,Washington
1000,Findlay-James Schmitt,303,The Nervous Frog Bar,Washington
1001,Kyrillos Ebner,485,The Nosy Trumpet Pub,North Carolina
1001,Kyrillos Ebner,204,Mighty Pirate ,North Carolina
1002,Antoni Hancock,461,Mixed Bongo Pub,Alabama
1002,Antoni Hancock,546,Spotty Lion Tavern,Alabama
1003,Dissanayake Deitz,429,The False Familiar Famous Onion Inn,Palau
1003,Dissanayake Deitz,334,Secretive Planet Bar,Palau
1004,Alekzander Eastman,797,The Nippy Guitar Tavern,Puerto Rico
1004,Alekzander Eastman,684,The Tangy Gorilla ,Puerto Rico
1004,Alekzander Eastman,360,Grubby Gruesome Snowman Bar,Puerto Rico
1005,Mustafa Reamer,417,Unkempt Apple Bar,Missouri
1006,Johann Nugent,337,The Sassy Tiger ,Kentucky
1006,Johann Nugent,472,Charming Pikachu ,Kentucky
1007,Hope Pettigrew,353,Illegal Noodle Pub,Rhode Island
1007,Hope Pettigrew,233,Straight Onion Pub,Rhode Island
1007,Hope Pettigrew,972,The Lackadaisical Lion Pub,Rhode Island
1008,Lovell Valente,606,Awful Armadillo Bar,Arizona
1009,Breogan Bongard,825,The Inexpensive Elf Tavern,American Samoa
1009,Breogan Bongard,223,The Interesting Pirate Inn,American Samoa
1009,Breogan Bongard,507,Unaccountable Bongo Inn,American Samoa
1010,Basile Bauer,441,Shrill Guitar Inn,Hawaii
1010,Basile Bauer,253,The Black-And-White Trumpet Tavern,Hawaii
1010,Basile Bauer,106,The Joyous Badger Inn,Hawaii
1011,Saunders Nuttle,719,Stimulating Rose Bar,Federated States of Micronesia
1011,Saunders Nuttle,587,Giant Pear Bar,Federated States of Micronesia
1011,Saunders Nuttle,753,The Billowy Wife Pub,Federated States of Micronesia
1012,Christopher-Lee Hoffman,960,The Last Pikachu Tavern,Maryland
1013,Kirwin Bowers,755,The Different Badger Bar,Idaho
1014,Kaydn Bateman,885,The Fearful Fearless Skull ,American Samoa
1014,Kaydn Bateman,278,Ragged Pear Bar,American Samoa
1014,Kaydn Bateman,507,Unaccountable Bongo Inn,American Samoa
1015,Rhyse Soulis,187,The Jumpy Pizza ,Virgin Island
1016,Ashtyn Bongard,4,The  Fretful Pizza Bar,Iowa
1017,Monty Baxster,226,Ancient Lyre ,Massachusetts
1017,Monty Baxster,150,Abounding Moose ,Massachusetts
1017,Monty Baxster,945,Forgetful Armadillo Inn,Massachusetts
1018,Steven Sandstrom,99,The  Five Lioness Inn,New Jersey
1019,Quinlan Ortiz,322,The Ordinary Mole Bar,New Mexico
1019,Quinlan Ortiz,164,Tremendous Elf Tavern,New Mexico
1019,Quinlan Ortiz,77,Spectacular Flower Pub,New Mexico
1020,Elliot LePage,569,The Tightfisted Adventurer Bar,Iowa
1020,Elliot LePage,937,Lush Toad Tavern,Iowa
1020,Elliot LePage,211,The Befitting Cod ,Iowa
1021,Keenan Illingsworth,814,Educated Cod Inn,New Hampshire
1022,Shaurya Schutz,213,The Grubby Gruesome Badger Pub,Maryland
1022,Shaurya Schutz,463,Quizzical Onion Pub,Maryland
1023,Brunon Hylan,110, Far-Flung Moose Bar,Hawaii
1023,Brunon Hylan,393,Understood Moose Inn,Hawaii
1024,Leyland Caswell,880,The Thinkable Guitar ,Mississippi
1024,Leyland Caswell,426,Dark Crossbow Tavern,Mississippi
1024,Leyland Caswell,272,Spotless Adventurer ,Mississippi
1025,Raunaq LePage,518,The Crowded Husband Inn,Oregon
1025,Raunaq LePage,792,The Savory Fish Pub,Oregon
1025,Raunaq LePage,852,Polite Dog Pub,Oregon
1026,Pierre-Antoine Turco,864,The Prickly Snowman Pub,Arkansas
1026,Pierre-Antoine Turco,849,Faded Guitar Bar,Arkansas
1026,Pierre-Antoine Turco,589,The Giant Armadillo Pub,Arkansas
1027,Blyth Moody,70,Certain Badger Bar,Virginia
1027,Blyth Moody,613,Heartbreaking Moose ,Virginia
1027,Blyth Moody,670,The Poor Tiger Bar,Virginia
1028,Robby Uflan,799,The Graceful Flower Pub,South Carolina
1028,Robby Uflan,40,The Meaty Captain ,South Carolina
1029,Flint Chapman,293,Equable Mole Inn,Puerto Rico
1030,Yang Orwig,227,Meek Captain ,Montana
1030,Yang Orwig,871,The Dependent Pirate ,Montana
1031,Caethan Soloman,468,Psychedelic Pirate Pub,Louisiana
1031,Caethan Soloman,896,Easy Gorilla Inn,Louisiana
1031,Caethan Soloman,848,The Resolute Gate Bar,Louisiana
1032,Danial Irwin,680,Rainy Onion ,Iowa
1032,Danial Irwin,430,The Frightened Frightening Full Fumbling Functional Frog Tavern,Iowa
1033,Warrick Woo,85,The Unable Crossbow Inn,North Dakota
1033,Warrick Woo,98,The Fat Faulty Lion ,North Dakota
1034,Exodi Davis,645,Dynamic Frog Bar,Texas
1034,Exodi Davis,296,Miscreant Gate Pub,Texas
1035,Jensyn Lewis,606,Awful Armadillo Bar,Arizona
1036,Nader Stahl,507,Unaccountable Bongo Inn,American Samoa
1037,Shaun Vail,132,The Irritating Mole ,Virginia
1038,Kaydn Nugent,453,Salty Mole Bar,West Virginia
1038,Kaydn Nugent,979,The Slimy Adventurer Bar,West Virginia
1039,Malo Zeller,772,The Painstaking Mole Tavern,Mississippi
1039,Malo Zeller,757,The Magical Cake Pub,Mississippi
1039,Malo Zeller,880,The Thinkable Guitar ,Mississippi
1040,Aedan Lawicki,724,Elated Planet Tavern,Nebraska
1040,Aedan Lawicki,123,Adorable Skull ,Nebraska
1041,Kole Trusela,371,Adventurous Rose Tavern,North Carolina
1042,Finley Davis,454,Marked Lion Bar,Indiana
1042,Finley Davis,454,Marked Lion Bar,Indiana
1042,Finley Davis,344,The Ruthless Lion Pub,Indiana
1043,Arved Maki,266,The Tangy Planet Pub,Rhode Island
1043,Arved Maki,787,Unsightly Elf Inn,Rhode Island
1044,Kerr Hydinger,845,Slippery Gorilla Inn,Nebraska
1045,Richie Vanderpoel,193,The Colorful Pup ,Tennessee
1045,Richie Vanderpoel,193,The Colorful Pup ,Tennessee
1045,Richie Vanderpoel,571,Bent Onion Pub,Tennessee
1046,Karson Nugent,73,Overjoyed Fish Pub,Tennessee
1046,Karson Nugent,49,Eminent Gate Pub,Tennessee
1047,Maneet Martin,63,The Robust Onion Tavern,Maine
1047,Maneet Martin,174,The Abandoned Gate Pub,Maine
1048,Jadon Kalleg,40,The Meaty Captain ,South Carolina
1048,Jadon Kalleg,88,Fantastic Pizza ,South Carolina
1049,Bryce Sandstrom,242,Bent Apple ,Virginia
1050,Diarmuid Ashwoon,767,The Rural Dog Inn,Wyoming
1050,Diarmuid Ashwoon,563,Stereotyped Toad Inn,Wyoming
1051,Kirwin Ramachandran,945,Forgetful Armadillo Inn,Massachusetts
1052,Zhen Trusela,863,The Decisive Planet Bar,Guam
1052,Zhen Trusela,863,The Decisive Planet Bar,Guam
1053,Codey Cataldi,722,The Alluring Wife Tavern,Delaware
1053,Codey Cataldi,565,The Unsuitable Pirate Pub,Delaware
1053,Codey Cataldi,781,The Inquisitive Rose Inn,Delaware
1054,Findlie Boyd,702,Best Gorilla Pub,District of Columbia
1054,Findlie Boyd,291,The Living Onion ,District of Columbia
1054,Findlie Boyd,671,Glossy Lioness Tavern,District of Columbia
1055,Victory Van Zandt,233,Straight Onion Pub,Rhode Island
1055,Victory Van Zandt,353,Illegal Noodle Pub,Rhode Island
1056,Dermot Wagner,451,Imaginary Pikachu Pub,Kansas
1056,Dermot Wagner,451,Imaginary Pikachu Pub,Kansas
1056,Dermot Wagner,607,Ad Crossbow Pub,Kansas
1057,Sajid Tiernan,541,Faithful Rose Pub,Connecticut
1057,Sajid Tiernan,954,Bored Captain Pub,Connecticut
1057,Sajid Tiernan,145,The Smart Captain Inn,Connecticut
1058,Moyes Reyes,33,Groovy Crossbow Bar,District of Columbia
1058,Moyes Reyes,583,The Groovy Cod Inn,District of Columbia
1059,Dre Cast,247,The Slim Lyre ,Guam
1060,Will Sonderling,374,Luxuriant Noodle Tavern,Missouri
1060,Will Sonderling,798,The Dull Garden Bar,Missouri
1060,Will Sonderling,356,Pastoral Noodle Inn,Missouri
1061,Lincoln Baxster,835,The Subsequent Planet Inn,Northern Mariana Islands
1062,Ceilan Leisinger,640,The Lame Cake Bar,Puerto Rico
1062,Ceilan Leisinger,258,Boundless Adventurer ,Puerto Rico
1063,Lenyn Jurgenson,39,Overjoyed Frog Pub,Louisiana
1063,Lenyn Jurgenson,970,Internal Tiger ,Louisiana
1063,Lenyn Jurgenson,791,The Outrageous Onion Inn,Louisiana
1064,Jae Moore,687,Broad Armadillo Inn,Ohio
1064,Jae Moore,127,Organic Banjo Tavern,Ohio
1064,Jae Moore,677,The Glib Lyre Inn,Ohio
1065,Salter Jenson,899,New Armadillo ,Puerto Rico
1066,Kieran Sweeney,594,The Horrible Apple ,Texas
1066,Kieran Sweeney,82,The Watery Pear Pub,Texas
1066,Kieran Sweeney,912,The Sleepy Noodle Bar,Texas
1067,Pele Jurgenson,930,Calm Dog Inn,Minnesota
1068,Seane Sellon,141,The Scary Husband Pub,Ohio
1068,Seane Sellon,283,The Nostalgic Rose Inn,Ohio
1068,Seane Sellon,59,Late Noodle Pub,Ohio
1069,Saif Trusela,480,Bashful Rose Pub,Marshall Islands
1070,Ceejay Hydinger,517,The Taboo Dog Inn,Wisconsin
1070,Ceejay Hydinger,90,The Half Pear Inn,Wisconsin
1071,Jacob Johnson,575,The Shaky Lyre Bar,Wyoming
1071,Jacob Johnson,575,The Shaky Lyre Bar,Wyoming
1071,Jacob Johnson,274,Calm Banjo Pub,Wyoming
1072,Loui Haworth,935,The Guiltless Cake Pub,Delaware
1073,Kyren Ashwoon,922,The Trashy Moose ,Minnesota
1073,Kyren Ashwoon,976,The Naughty Toad Bar,Minnesota
1074,Eduards Haworth,242,Bent Apple ,Virginia
1074,Eduards Haworth,70,Certain Badger Bar,Virginia
1074,Eduards Haworth,70,Certain Badger Bar,Virginia
1075,Emile Boyd,921,The Macho Trumpet Inn,Rhode Island
1076,Kenzie Caswell,792,The Savory Fish Pub,Oregon
1076,Kenzie Caswell,229,Shallow Armadillo Bar,Oregon
1077,Orson Woo,457,The Accidental Banjo Pub,Michigan
1077,Orson Woo,332,The Prickly Frog Bar,Michigan
1077,Orson Woo,466,The Detailed Garden Bar,Michigan
1078,Fawkes Trussel,217,Alcoholic Trumpet ,Virginia
1078,Fawkes Trussel,412,Deserted Wife Bar,Virginia
1078,Fawkes Trussel,201,The Dazzling Husband Pub,Virginia
1079,Hugh Christensen,6,Bright Toad Bar,Oklahoma
1080,Yong Chambers,449,Dashing Cake Bar,Utah
1081,Khai Chapman,145,The Smart Captain Inn,Connecticut
1081,Khai Chapman,192,The Electric Gate ,Connecticut
1081,Khai Chapman,581,The Different Skull Bar,Connecticut
1082,Rheo Schmitt,773,The Cooing Pear Inn,Tennessee
1083,Mohanad Schickowski,321,The Untidy Crossbow ,Arkansas
1083,Mohanad Schickowski,277,The Poor Apple Tavern,Arkansas
1083,Mohanad Schickowski,801,Motionless Wife Tavern,Arkansas
1084,Lloyde Kassing,272,Spotless Adventurer ,Mississippi
1084,Lloyde Kassing,24,Economic Captain Inn,Mississippi
1084,Lloyde Kassing,191,The Clever Guitar Bar,Mississippi
1085,Guthrie Lulloff,650,The Tested Cod ,Vermont
1086,Robbie-lee Cast,461,Mixed Bongo Pub,Alabama
1087,Dailey Uddin,787,Unsightly Elf Inn,Rhode Island
1088,Rohit Pak,47,The Awful Pear ,Connecticut
1088,Rohit Pak,432,The Best Tiger Pub,Connecticut
1088,Rohit Pak,192,The Electric Gate ,Connecticut
1089,Rhys Ingram,993,Necessary Gorilla Inn,Northern Mariana Islands
1089,Rhys Ingram,230,The Narrow Snowman ,Northern Mariana Islands
1090,Jeronimo Chambers,983,Entertaining Cove Pub,Maryland
1090,Jeronimo Chambers,960,The Last Pikachu Tavern,Maryland
1091,Jody Weiss,199,The Noisy Moose ,Marshall Islands
1092,Rafi Yang,119,Amused Pikachu Bar,New Mexico
1092,Rafi Yang,604,Panicky Onion Bar,New Mexico
1092,Rafi Yang,196,Flat Armadillo Inn,New Mexico
1093,Kale Ostrander,165,The Happy Kitten Tavern,New Jersey
1093,Kale Ostrander,596,Fuzzy  Cave Inn,New Jersey
1094,Enzo Moody,489,Overjoyed Mole Bar,Arkansas
1095,Rahman Nugent,53,Straight Kitten Pub,Alabama
1095,Rahman Nugent,326,The Soggy Skull Tavern,Alabama
1095,Rahman Nugent,788,Little Badger ,Alabama
1096,Haroon Nugent,480,Bashful Rose Pub,Marshall Islands
1097,Jed Woo,366,The Useful Garden ,Missouri
1098,Uri Yates,116,The Living Frog Pub,Alaska
1099,Christie Lawless,617,Knotty Captain Tavern,Virgin Island
1099,Christie Lawless,267,The Infamous Captain ,Virgin Island
1100,Dennis Trebil,970,Internal Tiger ,Louisiana
1100,Dennis Trebil,768,Jagged Snowman Bar,Louisiana
1100,Dennis Trebil,791,The Outrageous Onion Inn,Louisiana
1101,Elyan Sagar,913,Jolly Flower Pub,Palau
1101,Elyan Sagar,429,The False Familiar Famous Onion Inn,Palau
1102,Corben Chambers,884,The Economic Pikachu Tavern,Georgia
1102,Corben Chambers,167,The Tasty Onion Pub,Georgia
1102,Corben Chambers,492,Handsomely Rose Tavern,Georgia
1103,Curtis Frick,553,The Gaping Frog Bar,California
1103,Curtis Frick,600,Elfin Garden Bar,California
1103,Curtis Frick,484,The Sleepy Gorilla Pub,California
1104,Alasdair Zeaser,185,Silly Bongo Tavern,Oregon
1104,Alasdair Zeaser,662,The Flawless Gate Tavern,Oregon
1104,Alasdair Zeaser,540,The Questionable Elf Tavern,Oregon
1105,Kern Uddin,94,The Workable Kitten Inn,Delaware
1105,Kern Uddin,94,The Workable Kitten Inn,Delaware
1106,Seaan Schuster,442,Small Garden Inn,South Carolina
1107,Bennett Pettigrew,540,The Questionable Elf Tavern,Oregon
1107,Bennett Pettigrew,351,The Unusual Pizza Tavern,Oregon
1108,Laison Martin,274,Calm Banjo Pub,Wyoming
1109,Mikey Christensen,975,The Perfect Planet Pub,American Samoa
1109,Mikey Christensen,278,Ragged Pear Bar,American Samoa
1110,Krzysztof Jagtap,800,Fearful Fearless Cave Tavern,New Hampshire
1111,Kiya Tisler,390,The Scary Armadillo Bar,Alaska
1111,Kiya Tisler,991,Unkempt Trumpet Pub,Alaska
1112,Lloyd Ulrich,49,Eminent Gate Pub,Tennessee
1112,Lloyd Ulrich,281,The Vast Bongo Bar,Tennessee
1112,Lloyd Ulrich,73,Overjoyed Fish Pub,Tennessee
1113,Arfin Tapia,66,Honorable Cod Tavern,Northern Mariana Islands
1113,Arfin Tapia,188,Moldy Lioness ,Northern Mariana Islands
1114,Kaydn Lulloff,234,The Adaptable Crossbow Bar,Puerto Rico
1115,Allister Martin,500,Versed Apple Bar,Kansas
1115,Allister Martin,151,Zany Cave ,Kansas
1116,David-Jay Illingsworth,286,Different Gate ,Guam
1116,David-Jay Illingsworth,863,The Decisive Planet Bar,Guam
1117,Sukhi Kaskel,894,Lively Moose Pub,Wyoming
1117,Sukhi Kaskel,549,The Mountainous Gorilla ,Wyoming
1118,Ateeq Yocum,292,Resonant Garden Pub,Indiana
1118,Ateeq Yocum,410,Crazy Frog Inn,Indiana
1119,Erdehan Myers,111,Lush Guitar Pub,Indiana
1119,Erdehan Myers,176,Steady Apple Pub,Indiana
1120,Dilan Jones,276,Hilarious Fish Tavern,Vermont
1121,Latif Cast,871,The Dependent Pirate ,Montana
1121,Latif Cast,227,Meek Captain ,Montana
1121,Latif Cast,227,Meek Captain ,Montana
1122,Eoghain Hoffman,809,The Sparkling Onion ,Northern Mariana Islands
1123,Milo Vogal,65,Obeisant Dog Tavern,Guam
1123,Milo Vogal,286,Different Gate ,Guam
1123,Milo Vogal,597,The Erect Pikachu Bar,Guam
1124,Yaseen Hancock,383,Tangy Rose Tavern,Utah
1124,Yaseen Hancock,46,Troubled Garden Bar,Utah
1124,Yaseen Hancock,900,The Accessible Trumpet Bar,Utah
1125,Ryese Pettigrew,942,The Nice Badger Tavern,Kentucky
1126,Craig-James Reamer,457,The Accidental Banjo Pub,Michigan
1127,Hamza Ory,787,Unsightly Elf Inn,Rhode Island
1127,Hamza Ory,641,Ordinary Frog Tavern,Rhode Island
1128,Nickson Schutz,324,The Homeless Cod ,Arizona
1129,Conan Yocum,750,Redundant Lyre Tavern,District of Columbia
1129,Conan Yocum,936,Annoyed Armadillo Tavern,District of Columbia
1130,Daood Irwin,630,The Deafening Wife Inn,Washington
1130,Daood Irwin,903,The Puffy Wife Tavern,Washington
1130,Daood Irwin,743,The Wary Garden Tavern,Washington
1131,Johnpaul Turco,958,Loose Adventurer ,New Hampshire
1131,Johnpaul Turco,730,The  Flagrant Crossbow Tavern,New Hampshire
1132,Danyal Eastman,898,The Puzzled Pup Bar,Kansas
1132,Danyal Eastman,607,Ad Crossbow Pub,Kansas
1132,Danyal Eastman,431,The Conscious Flower Pub,Kansas
1133,Barry Rice,19,Ubiquitous Bongo Pub,Kentucky
1133,Barry Rice,472,Charming Pikachu ,Kentucky
1133,Barry Rice,523,The General Gentle Adventurer Tavern,Kentucky
1134,Taegan Tiernan,686,The Racial Gate ,Georgia
1134,Taegan Tiernan,367,Macho Cove Inn,Georgia
1135,Bully Mccord,62,Nippy Captain ,Northern Mariana Islands
1135,Bully Mccord,959,Outgoing Pup Inn,Northern Mariana Islands
1136,Naif Bowers,818,Humorous Garden Inn,Indiana
1137,Warkhas Tisler,838,Ordinary Pikachu Tavern,New Hampshire
1138,Torrin Upson,258,Boundless Adventurer ,Puerto Rico
1139,Andrejs Myers,636,The Witty Cove Pub,Alabama
1140,Etinosa Valente,659,The Murky Pikachu Inn,Rhode Island
1141,Soul Jones,79,Curious Flower Bar,Missouri
1141,Soul Jones,228,The Garrulous Kitten Pub,Missouri
1141,Soul Jones,535,Vulgar Noodle Tavern,Missouri
1142,Mylo Jurgenson,425,The Bitter Moose Pub,Alaska
