transactionID,drinkerID,drinkerName,barID,barName,time,beer ordered,price
1201,3553,Kinsey Mills,643,The Right Pear Bar,22,Natural Light,4
1202,3349,Coby Fietzer,172,Plausible Skull Pub,20,Icehouse,3.5
1203,579,Isaa Darnell,615,Tenuous Apple Inn,17,Keystone Light,4.0
1204,1257,Evan Lawless,586,The Careless Apple Tavern,21,Bud Light,3.5
1205,1528,Mack Dinkins,730,The  Flagrant Crossbow Tavern,12,90 Minute IPA,4
1206,4493,Kairn Schiebel,314,The Lean Pizza Bar,24,Steel Reserve,3
1207,4527,Bailey Wagner,896,Easy Gorilla Inn,21,Mil's Best Ice,3.5
1208,2218,Kellan Ferry,240,The Purple Badger Bar,21,Dos Equis,3.5
1209,2251,Ruben Fletcher,370,Hanging Cod ,15,Busch,3
1210,2545,Lauren Schuster,857,The Yummy Armadillo Bar,14,Lagunitas Sucks,4.0
1211,465,Yuri Knutson,35,The Scared Fish Bar,17,Stella Artois,3.5
1212,2182,Kadyn Van Zandt,924,The Guiltless Elf Tavern,16,Busch,3.5
1213,2104,Lysander Vader,88,Fantastic Pizza ,16,Icehouse,3
1214,883,Kasper Uflan,703,Tight Kitten Tavern,21,Pabst Blue Ribbon,4.0
1215,1411,Justan Hydinger,36,Thoughtful Trumpet Bar,18,Dos Equis,4.0
1216,4063,Lasse Sellon,841,The Striped Lyre Tavern,13,Yuengling Lager,3
1217,2609,Louie Pak,763,The Impartial Cove Inn,22,Bud Ice,3.5
1218,4807,Mitchel Stahl,621,Fluttering Armadillo Bar,13,60 Minute IPA,4.0
1219,135,Johndean McCormack,356,Pastoral Noodle Inn,21,Bud Light,4.0
1220,3638,Kainin Sweeney,284,Lewd Armadillo Bar,23,Guinness,3.5
1221,1740,Mykie Uddin,494,The Callous Kitten Pub,22,Lagunitas Sucks,4.0
1222,4667,Pawel Ferry,103,Judicious Moose Inn,23,Pabst Blue Ribbon,3
1223,3829,Adam Ory,307,Alcoholic Husband Tavern,23,Busch,4.0
1224,4393,Axel Sonderling,868,The Understood Captain Pub,20,Blue Moon,4.0
1225,3422,Damien Haworth,372,The Beautiful Banjo Inn,21,Coors Banquet,3.5
1226,3371,Taonga Sonderling,252,Fuzzy  Pup ,16,Pabst Blue Ribbon,3
1227,4559,Jack-James Ferry,309,Rural Apple Inn,19,Michelob Ultra,4.0
1228,3792,Gregor Tapia,449,Dashing Cake Bar,18,Natural Light,4.0
1229,2059,Hasan Bateman,636,The Witty Cove Pub,17,Keystone Light,4.0
1230,468,Rasmus Sandstrom,458,Important Cove Inn,21,Steel Reserve,4.0
1231,40,Jaydn Nuttle,7,Spiritual Skull Inn,15,Coors Banquet,3
1232,4605,Ciarian Kalleg,578,Interesting Badger Tavern,15,Busch,4.0
1233,1059,Dre Cast,475,The Juicy Cod Inn,23,Natural Light,4.0
1234,4631,Pedro Pettigrew,850,Slippery Tiger Tavern,15,Coors Banquet,3.5
1235,3941,Donnacha Rogers,73,Overjoyed Fish Pub,20,Stella Artois,3.5
1236,934,Crispin Napier,145,The Smart Captain Inn,20,Stella Artois,4
1237,4320,Essa Baxster,173,The Bored Noodle ,24,King Julius,3
1238,2577,Rodrigo Zeller,837,Loose Crossbow Inn,17,Bud Ice,4.0
1239,47,Jackie Ziegler,75,Trashy Badger Bar,23,Coors Light,3.5
1240,3060,Kash Pak,775,The Shaggy Pikachu Inn,18,Corona Light,4.0
1241,584,Aryn Solberg,208,Ambitious Snowman Bar,14,Dos Equis,3
1242,3765,Tobey Kassing,948,Superb Lyre Pub,23,Blue Moon,4
1243,4169,Seamus Zeller,100,The Barbarous Gate ,14,Pabst Blue Ribbon,4
1244,2031,Mario Haworth,626,Abundant Pizza ,19,Pabst Blue Ribbon,4
1245,4717,Klevis Miller,300,Loose Trumpet ,23,60 Minute IPA,4
1246,4994,Arun DeLorenzo,910,The Abrasive Fish Tavern,19,Natural Ice,3.5
1247,876,Seane Ingram,476,The Proud Skull Bar,23,Steel Reserve,4.0
1248,4574,Jeyun Resnick,736,The Old Rose Inn,16,Kentucky Brunch Brand Stout,3
1249,270,Shannon McGinnis,335,Ruthless Kitten Inn,23,Centennial IPA,4.0
1250,2211,Vincenzo Bowers,421,The Depressed Fish Bar,13,Dos Equis,3
1251,3619,Keigan Caswell,927,The Secret Cod Pub,24,Miller Lite,3.5
1252,1055,Victory Van Zandt,754,The Callous Dog Tavern,17,Natural Light,3.5
1253,3166,Hong Soulis,352,The Warlike Cave Bar,19,Mil's Best Ice,3.5
1254,741,Tomasz Maki,676,The Actually Noodle Pub,22,Blue Moon,3.5
1255,3629,Kyan Irwin,436,The Obsolete Cake Bar,17,Coors Light,3
1256,4216,Conley Myers,611,Moldy Bongo Bar,21,Steel Reserve,3
1257,4808,Cobain Deitz,190,Distinct Pirate Pub,22,Keystone Light,4.0
1258,181,Justan Ostrander,310,Scandalous Tiger ,23,Natural Ice,3
1259,553,Ismaeel Dewalt,938,The Mere Dog Pub,17,Mil's Best Ice,3.5
1260,1907,Abdul-Aziz Tandy,289,The Ugly Garden Bar,15,Pabst Blue Ribbon,4.0
1261,2154,Deon Ortiz,490,The Tiny Cave Bar,21,Breakfast Stout,4.0
1262,4058,Dorian Tandy,272,Spotless Adventurer ,15,Dos Equis,3
1263,2104,Lysander Vader,923,Permissible Onion Pub,15,Guinness,4
1264,2381,Ruben Bateman,523,The General Gentle Adventurer Tavern,18,Pabst Blue Ribbon,4
1265,1542,Nidhish Upson,22,Ripe Lyre Tavern,18,Miller Lite,3.5
1266,1000,Findlay-James Schmitt,542,Discreet Gorilla Pub,20,Lagunitas Sucks,4.0
1267,586,Igor Yocum,128,The Simplistic Kitten Inn,23,Keystone Light,4
1268,934,Crispin Napier,97,Aromatic Adventurer Tavern,24,Coors Banquet,4.0
1269,4024,Julien Lewis,633,Guarded Lion ,20,Blue Moon,4
1270,1587,Sajjad Darnell,507,Unaccountable Bongo Inn,24,Breakfast Stout,3.5
1271,3703,Azeem Fletcher,346,The Homeless Bongo Tavern,22,Natural Ice,3.5
1272,1827,Oz Kassing,905,Careless Fish Tavern,21,Pabst Blue Ribbon,3.5
1273,3685,Dailey Hoffman,299,Messy Guitar Inn,13,Busch,4
1274,2062,Kory Van Zandt,895,Shrill Toad Bar,18,Natural Ice,3
1275,47,Jackie Ziegler,678,Sulky Lioness Bar,19,Miller Lite,3
1276,4711,Ari Yang,737,Blue-Eyed Garden Tavern,20,Keystone Light,3.5
1277,3,Bhaaldeen Turco,621,Fluttering Armadillo Bar,23,60 Minute IPA,4.0
1278,4704,Wyatt LePage,269,The Wonderful Elf Bar,17,90 Minute IPA,3.5
1279,2260,Vinnie Sellon,520,The Wooden Pear Tavern,17,Bud Ice,4.0
1280,856,Camerin Resnick,835,The Subsequent Planet Inn,13,Corona Light,3.5
1281,1789,Cesar Christensen,139,The Macabre Gorilla Pub,18,Modelo especial,4.0
1282,2522,Darrach Darnell,993,Necessary Gorilla Inn,16,Miller High Life,4
1283,3365,Cal Hancock,322,The Ordinary Mole Bar,18,Steel Reserve,4.0
1284,516,Brooke Yates,594,The Horrible Apple ,20,Breakfast Stout,4
1285,4487,Ashtyn Eastman,416,The Flawless Mole Inn,13,Arrogant Bastard Ale,4.0
1286,784,Rihards Boyd,903,The Puffy Wife Tavern,14,Bud Light,3.5
1287,1281,Domhnall Ortiz,363,The Heavenly Heavy Hellish Planet Pub,20,Corona Light,4.0
1288,1619,Jeronimo Shaffer,276,Hilarious Fish Tavern,18,Corona Light,3.5
1289,1001,Kyrillos Ebner,267,The Infamous Captain ,15,Bud Ice,3
1290,4676,Devon Ashwoon,173,The Bored Noodle ,21,Icehouse,4.0
1291,3142,Rudy Wagle,197,The Dramatic Cake Pub,22,Heady Topper,3
1292,3525,Ari Reardon,698,The Lame Mole Tavern,20,Modelo especial,3
1293,4202,Hansen DeLorenzo,979,The Slimy Adventurer Bar,14,Blue Moon,3.5
1294,649,Lyle Sawyer,810,The Wicked Lyre Bar,22,Corona Light,4.0
1295,3439,Teighen Root,134,The Tasteful Wife Bar,14,Modelo especial,3.5
1296,1213,Cambell Celedon,89,Marvelous Rose Pub,21,Bud Light,3.5
1297,1806,Drakeo Davis,992,The Xenophobic Tiger Inn,17,Mil's Best Ice,4.0
1298,4204,Koden Caswell,807,Large Pikachu Pub,23,Natural Light,4.0
1299,1576,Cayden-Robert Lawicki,694,Amazing Crossbow Inn,24,Sculpin IPA,4.0
1300,2294,Odin Ingram,59,Late Noodle Pub,20,Bud Light,3
1301,339,Konan Quizoz,275,The Alive Skull Tavern,23,Keystone Light,3.5
1302,2397,Jarell Hylan,779,The Charming Lioness Inn,24,Coors Light,4.0
1303,1711,Hamza Bowers,895,Shrill Toad Bar,19,Yuengling Lager,3
1304,1176,Eason Boyd,792,The Savory Fish Pub,23,Pabst Blue Ribbon,4.0
1305,506,Coby Turco,940,The Righteous Trumpet Inn,18,Miller High Life,4.0
1306,1863,Clarke Pettigrew,500,Versed Apple Bar,21,Michelob Ultra,4.0
1307,2559,James Aikin,446,Gaudy Snowman Tavern,19,Busch,3
1308,2777,Clifford Weinstein,54,Picayune Cove Tavern,16,Miller Lite,4.0
1309,3669,Rhian Weinstein,745,The Unruly Trumpet Bar,13,Bud Light,4.0
1310,465,Yuri Knutson,627,Fluttering Cave Inn,19,Very Hazy,3.5
1311,4106,Muzammil Tapia,563,Stereotyped Toad Inn,19,90 Minute IPA,4
1312,1005,Mustafa Reamer,495,The Uneven Pirate Bar,16,Icehouse,3
1313,3416,Niall Sellon,680,Rainy Onion ,24,Yuengling Lager,3
1314,690,Miller Ostrander,599,Raspy Wife Inn,19,Coors Light,4
1315,4599,Ehsan Leisinger,176,Steady Apple Pub,18,Stella Artois,3
1316,752,Rasul Reardon,185,Silly Bongo Tavern,23,Blue Moon,3
1317,3604,Muzammil Jagtap,280,The Pleasant Armadillo ,24,Busch,4.0
1318,503,Jody Frick,764,Madly Rose Pub,24,Icehouse,4.0
1319,1140,Etinosa Valente,418,The Delicate Skull ,24,90 Minute IPA,4
1320,3377,Rowen Sagar,93,Well-Made Badger Tavern,16,Coors Light,3.5
1321,294,Daymian Paiser,354,The Apathetic Trumpet Inn,20,Pabst Blue Ribbon,4.0
1322,645,Bo Hylan,256,The Present Apple Tavern,17,Michelob Ultra,4.0
1323,2901,Taylor Casal,881,The Cloistered Pup Tavern,14,Breakfast Stout,3.5
1324,3550,Oluwadamiloju Reamer,958,Loose Adventurer ,23,Dos Equis,3.5
1325,4818,Kaidan Anderson,75,Trashy Badger Bar,20,Coors Light,3.5
1326,1785,Khizar LePage,260,The Oceanic Tiger Inn,15,Natural Ice,4.0
1327,2156,Cadyn Ashwoon,485,The Nosy Trumpet Pub,17,Budweiser,4.0
1328,3762,Harlee Jurgenson,909,The Gaping Lyre Tavern,13,Natural Light,4
1329,3944,Taliesin Ramachandran,70,Certain Badger Bar,16,Budweiser,4.0
1330,3936,Pieter Ripka,847,The Complete Trumpet ,21,Dos Equis,3
1331,83,Majid Davidson,219,Exultant Armadillo Pub,22,Yuengling Lager,4.0
1332,1641,Carrick Olson,499,The Fluffy Toad Tavern,20,Stella Artois,4.0
1333,1639,Walid Moody,20,Detailed Flower Inn,22,Natural Ice,3.5
1334,454,Tubagus Rogers,754,The Callous Dog Tavern,21,Miller Lite,4.0
1335,3286,Klein Uddin,108,Petite Moose Inn,16,Breakfast Stout,3.5
1336,4410,Jeswin Ferry,162,Aware Elf Bar,20,Icehouse,4
1337,714,Daimhin Kaskel,553,The Gaping Frog Bar,16,Yuengling Lager,4.0
1338,4859,Leighton Quizoz,828,The Axiomatic Pirate Bar,15,Arrogant Bastard Ale,3.5
1339,1610,Ewen Vail,463,Quizzical Onion Pub,19,Pabst Blue Ribbon,3
1340,1164,Jaidyn Myers,382,The Jealous Lion Tavern,21,Coors Light,3.5
1341,2192,Brayden McGinnis,506,Craven Skull Inn,21,Steel Reserve,4
1342,3665,Korbyn Vail,807,Large Pikachu Pub,17,Natural Light,4.0
1343,3072,Diesil Weiss,546,Spotty Lion Tavern,20,Corona Light,3
1344,987,Brajan Cannon,713,The Smooth Pikachu Bar,20,Keystone Light,3.5
1345,472,Garry Mccord,122,Rustic Pirate Bar,21,King Julius,4.0
1346,2937,Te-Jay Bongard,91,The Brief Banjo ,13,Busch,4.0
1347,3868,Iestyn Soulis,120,The Spectacular Adventurer Inn,20,Natural Ice,4
1348,248,Declain Reardon,26,Neat Snowman Inn,22,Dos Equis,3.5
1349,3098,Derron Soulis,162,Aware Elf Bar,12,Dos Equis,4
1350,3392,Ehsen Sawyer,739,The Phobic Guitar Inn,15,90 Minute IPA,3
1351,3390,Kristofer LePage,21,The Ripe Adventurer Inn,18,Icehouse,3.5
1352,1045,Richie Vanderpoel,922,The Trashy Moose ,15,KBS,4.0
1353,2557,Innes Hancock,417,Unkempt Apple Bar,22,Sculpin IPA,4.0
1354,866,Zakary Fietzer,80,Well-Groomed Crossbow Bar,16,Lagunitas Sucks,4.0
1355,4883,Alfie Yang,901,Equal Apple ,15,Natural Light,4.0
1356,2364,Jasim Zeller,262,The Happy Wife Tavern,22,Natural Ice,4.0
1357,3605,Hirvaansh Soukup,147,Hapless Gate ,23,Budweiser,4
1358,3271,Caiden-Paul Severson,670,The Poor Tiger Bar,19,Bud Light,3
1359,4333,Prentice DeLorenzo,906,The Changeable Mole Pub,16,Sculpin IPA,4.0
1360,659,Judah Duffman,95,Ordinary Pikachu Inn,21,Dos Equis,4.0
1361,2319,Paul Aikin,519,Periodic Flower ,23,60 Minute IPA,4
1362,2973,Marty Sonderling,377,The Likeable Pear Inn,13,Breakfast Stout,4.0
1363,3176,Coll Thompson,876,Sweet Pup Tavern,15,Icehouse,3
1364,3023,Lennon Chapman,967,The Violet Banjo ,18,Modelo especial,3
1365,1252,Honey Miller,16,Ambitious Kitten ,13,Very Hazy,3
1366,4673,Alieu Hoffman,483,The Useful Cove Tavern,18,Blue Moon,3
1367,1840,Tymom Sweeney,561,Square Trumpet Inn,13,Miller High Life,3.5
1368,3639,Gavin-Lee Cannon,276,Hilarious Fish Tavern,14,Mil's Best Ice,3
1369,1095,Rahman Nugent,603,Jumbled Toad ,20,Guinness,3.5
1370,4900,Forrest Doran,261,The Calculating Dog Tavern,17,Sculpin IPA,3.5
1371,4884,Sanaullah Wagner,100,The Barbarous Gate ,13,Coors Banquet,3
1372,2133,Macallum Paiser,447,The Lopsided Tiger Inn,16,Modelo especial,4.0
1373,1767,Camron Caswell,974,Penitent Pikachu Pub,23,Busch,4.0
1374,3326,Rokas Vogal,464,Ubiquitous Lioness Tavern,18,Natural Ice,3
1375,2199,Deshawn Schickowski,954,Bored Captain Pub,22,Heineken,3.5
1376,212,Maximillian Resnick,405,Insidious Badger Inn,16,Modelo especial,3
1377,3407,Roary Maki,984,Few Fierce Elf Inn,19,Icehouse,3.5
1378,3651,Jad Solberg,805,Colossal Cave Bar,16,Dos Equis,3
1379,3046,Keilan Wagle,774,Disgusted Guitar Pub,21,Miller High Life,4.0
1380,1354,Darrach Yang,734,Amazing Skull Tavern,14,Natural Light,3
1381,1636,Leigh Anderson,38,Stupendous Husband Inn,18,Michelob Ultra,4.0
1382,911,Cian Chapman,393,Understood Moose Inn,21,Busch,4
1383,3129,Skye Anderson,466,The Detailed Garden Bar,14,KBS,4.0
1384,3930,Reegan Nugent,327,The Crooked Gorilla Inn,15,Michelob Ultra,3
1385,3553,Kinsey Mills,180,The Bouncy Pear Pub,22,Icehouse,3.5
1386,21,Kieron Chambers,204,Mighty Pirate ,23,Keystone Light,3
1387,1216,Sohail Tandy,952,The Rainy Bongo Pub,23,90 Minute IPA,4.0
1388,2553,Erencem Frick,396,The Glib Skull Pub,14,Coors Banquet,3.5
1389,3300,Finley Dinkins,877,Waiting Badger Tavern,24,Breakfast Stout,3.5
1390,627,Saad Dewalt,398,The Best Crossbow Pub,23,Icehouse,4.0
1391,4731,Kyle Nuttle,777,The Sour Tiger Pub,17,Coors Light,4.0
1392,4759,Babur Ferro,769,The Tearful Guitar Inn,17,Sculpin IPA,4.0
1393,4470,Kaylum Jagtap,223,The Interesting Pirate Inn,16,Busch,4.0
1394,345,Sinai Baxster,338,Callous Snowman ,17,Coors Light,4.0
1395,2682,Abdulmalik Soukup,61,Mighty Noodle Inn,15,Budweiser,3.5
1396,3817,Troy Ashwoon,260,The Oceanic Tiger Inn,14,Icehouse,3
1397,3248,Daithi Shaffer,314,The Lean Pizza Bar,24,Blue Moon,4.0
1398,3061,Mohammed Eastman,867,The Ambiguous Rose Tavern,18,Modelo especial,4.0
1399,2195,Kyie Quinn,896,Easy Gorilla Inn,18,Barrel-Aged Abraxas,3
1400,1295,Rayden Miller,796,The Truthful Cove Inn,19,Natural Ice,4.0
1401,1738,Yassin Hylan,879,The Graceful Wife ,23,Bud Ice,3.5
1402,4963,Derron Darnell,35,The Scared Fish Bar,19,Heineken,3.5
1403,809,Boyd Kaskel,830,Eight Badger Inn,13,Busch,3
1404,1035,Jensyn Lewis,654,Wistful Fish Bar,21,Heineken,4
1405,4829,T-Jay Davidson,137,Shut Onion Tavern,21,Yuengling Lager,3.5
1406,2631,Jia Moody,581,The Different Skull Bar,18,Miller High Life,4.0
1407,2253,Devon Christensen,964,Tasteful Planet Inn,23,Natural Light,3.5
1408,4938,Hector Hancock,706,The Limping Pup Inn,16,Bud Ice,3
1409,1271,Alfee Knutson,898,The Puzzled Pup Bar,18,Busch,3.5
1410,3618,Luis Bongard,512,The Wretched Guitar Inn,22,Budweiser,4
1411,1510,Ronin Sonderling,584,Parsimonious Skull ,21,Busch,4
1412,561,Norrie Soloman,862,Tame Frog Pub,23,Stella Artois,3.5
1413,2397,Jarell Hylan,72,The Sweltering Gorilla Pub,19,Coors Banquet,3
1414,4234,Rholmark Wagner,284,Lewd Armadillo Bar,24,Yuengling Lager,4
1415,2796,Rheyden Ferro,294,The Long-Term Husband Tavern,17,Breakfast Stout,4.0
1416,2247,Deacon Dugelman,861,The  Flippant Pear Inn,23,Breakfast Stout,3.5
1417,3420,Wilson Root,102,Friendly Onion Pub,24,Dos Equis,3
1418,3146,Eagann Reyes,580,The Abrupt Pirate Tavern,20,Heineken,3.5
1419,4670,Rishi Yang,163,Dry Pizza Pub,13,Heineken,4
1420,1069,Saif Trusela,470,The Longing Badger ,14,Miller High Life,3
1421,4350,Cody-Lee Jurgenson,569,The Tightfisted Adventurer Bar,24,Pabst Blue Ribbon,4.0
1422,4623,Kylian Moore,480,Bashful Rose Pub,17,Natural Light,4.0
1423,3742,Moshy Zeaser,248,General Gentle Noodle Pub,23,Heineken,3.5
1424,3090,Kainui Weiss,631,The Hesitant Gate Bar,22,Sculpin IPA,4.0
1425,2479,Sebastian Rogers,400,The Lacking Armadillo Bar,20,60 Minute IPA,4.0
1426,4792,Eimantas Boyd,783,Sophisticated Bongo Inn,17,Yuengling Lager,4.0
1427,2477,Arafat Zeaser,751,The Paltry Flower Bar,22,Natural Ice,3.5
1428,2070,Averon Schiebel,139,The Macabre Gorilla Pub,15,Keystone Light,3.5
1429,4492,Jared Nuttle,848,The Resolute Gate Bar,15,Bud Light,3
1430,343,Ksawery Root,348,The Damaged Gorilla Pub,21,Coors Banquet,3.5
1431,2362,Emmet Shaffer,359,The  Frequent Banjo Bar,14,Mil's Best Ice,3
1432,804,Bradlie Tiernan,588,Wealthy Mole ,23,KBS,4
1433,462,Malachy Myers,141,The Scary Husband Pub,17,Natural Light,3
1434,3816,Konar Ortiz,995,The Tender Tense Husband Inn,15,90 Minute IPA,4.0
1435,3678,Moshy Christensen,754,The Callous Dog Tavern,24,Michelob Ultra,3.5
1436,831,Raymond Schutz,826,The Classy Cave Bar,24,Budweiser,3
1437,3660,Binod Paiser,104,Careless Banjo Inn,19,Lagunitas Sucks,3.5
1438,2969,Karandeep Doran,474,Sparkling Mole Tavern,15,Corona Light,3
1439,3003,Dolan Haworth,656,Rustic Frog ,20,Miller Lite,4.0
1440,3772,Jon-Paul Bateman,888,Tasteful Mole ,21,Sculpin IPA,4.0
1441,1692,Corran Casal,837,Loose Crossbow Inn,17,Natural Ice,4.0
1442,1822,Aytug Trusela,158,The Eager Lyre Tavern,21,Dos Equis,3.5
1443,2812,Indy Bauer,425,The Bitter Moose Pub,18,Coors Banquet,4.0
1444,2279,Maksim Ferry,968,The Chunky Planet ,17,Blue Moon,3
1445,512,Azaan Sweeney,264,Didactic Toad Pub,22,Budweiser,4.0
1446,876,Seane Ingram,417,Unkempt Apple Bar,18,Lagunitas Sucks,4.0
1447,550,Tom Ferro,190,Distinct Pirate Pub,21,Pabst Blue Ribbon,3
1448,1030,Yang Orwig,172,Plausible Skull Pub,22,King Julius,3
1449,2477,Arafat Zeaser,866,Selfish Apple Pub,22,Natural Light,3
1450,3175,Neo Roberts,377,The Likeable Pear Inn,21,Michelob Ultra,3
1451,625,AJ Dugelman,572,Lucky Banjo Tavern,24,Keystone Light,3.5
1452,1553,Braeden DeLorenzo,917,The Standing Pizza Inn,21,Natural Light,3.5
1453,2707,Rayne Ziegler,609,The Honorable Snowman ,21,Lagunitas Sucks,4.0
1454,2292,Daryl Ebner,231,Complex Onion Bar,21,Natural Ice,4.0
1455,3163,Franciszek Cataldi,280,The Pleasant Armadillo ,20,Miller High Life,3.5
1456,2241,Davie Wagle,46,Troubled Garden Bar,17,Keystone Light,3.5
1457,1260,Karson Hancock,31,Delicate Gate Pub,15,Michelob Ultra,4.0
1458,3437,Ryese Nugent,314,The Lean Pizza Bar,24,Icehouse,3
1459,1034,Exodi Davis,427,The Beneficial Gorilla Bar,23,Breakfast Stout,3.5
1460,4530,Karol Linde,66,Honorable Cod Tavern,20,King Julius,3.5
1461,1491,Wilson Zeller,152,The Truculent Badger Bar,20,Mil's Best Ice,3.5
1462,918,Berkay Jurgenson,936,Annoyed Armadillo Tavern,15,Coors Banquet,4
1463,4522,Darn Mccord,282,The Cheap Elf ,15,Sculpin IPA,4.0
1464,4714,Lucas Darnell,967,The Violet Banjo ,20,Sculpin IPA,4.0
1465,3869,Johndean Schickowski,245,The Abortive Lyre ,15,Blue Moon,3.5
1466,524,Tadd Vanderpoel,865,Wrathful Mole Inn,17,Guinness,3.5
1467,3065,Stefano Hylan,319,Muddled Noodle ,22,Guinness,3
1468,450,Haiden Schiebel,791,The Outrageous Onion Inn,18,Busch,3.5
1469,3291,Beinn Christensen,395,Evasive Wife Inn,23,Breakfast Stout,3.5
1470,1876,Blair Ziegler,507,Unaccountable Bongo Inn,20,Sculpin IPA,4.0
1471,4132,Lochlan Schickowski,887,The Silent Dog ,24,Busch,3
1472,3877,Oran Davidson,444,Dashing Pizza Inn,18,Corona Light,3
1473,3941,Donnacha Rogers,80,Well-Groomed Crossbow Bar,21,Bud Light,3
1474,4481,Pawel Tandy,40,The Meaty Captain ,24,Blue Moon,3.5
1475,2814,Grady Severson,676,The Actually Noodle Pub,18,Coors Banquet,3
1476,185,Abel Darnell,108,Petite Moose Inn,24,Miller Lite,3
1477,4117,Duncan Anderson,857,The Yummy Armadillo Bar,13,KBS,4.0
1478,1790,Tokinaga Roberts,473,The Merciful Guitar Inn,21,Busch,3.5
1479,429,Deagan Ferro,388,Idiotic Onion ,17,Natural Light,4.0
1480,4311,Hugo Myers,508,Daily Lioness Inn,18,Bud Ice,3.5
1481,1690,Ayyub Knutson,134,The Tasteful Wife Bar,20,Michelob Ultra,3.5
1482,3189,Linton Bauer,104,Careless Banjo Inn,22,Coors Light,3
1483,2793,Jayhan Tiernan,418,The Delicate Skull ,21,Busch,3
1484,458,Taylar Irwin,490,The Tiny Cave Bar,18,Michelob Ultra,3.5
1485,3700,Ehsan Irwin,203,The Clean Noodle Bar,20,Mil's Best Ice,3
1486,2833,Bradan Tapia,408,Rotten Guitar Pub,24,Busch,4.0
1487,640,Asif Zeller,227,Meek Captain ,22,Keystone Light,3
1488,2767,Ravin Olson,478,The Same Lyre Pub,17,Pabst Blue Ribbon,3
1489,1436,Maitlind Rice,116,The Living Frog Pub,15,Busch,3.5
1490,2742,Danyil Paiser,770,Obsequious Elf Pub,19,60 Minute IPA,4.0
1491,1098,Uri Yates,62,Nippy Captain ,24,Budweiser,3.5
1492,2716,Nilav Sawyer,776,Succinct Gate Inn,16,Stella Artois,4.0
1493,4011,Daumantas Sawyer,29,The Lonely Cake Tavern,14,Steel Reserve,3.5
1494,2551,Madaki Quinn,636,The Witty Cove Pub,14,Modelo especial,4
1495,4975,Shreeram Dugan,896,Easy Gorilla Inn,18,King Julius,3
1496,3948,Chiron Bowers,295,Piquant Onion Bar,14,Coors Banquet,3
1497,4542,Antonyo Turco,19,Ubiquitous Bongo Pub,15,Stella Artois,3
1498,4356,Conner Moore,422,Spotless Banjo Inn,13,Sculpin IPA,3.5
1499,3868,Iestyn Soulis,45,Psychotic Frog ,17,Natural Light,3.5
1500,3073,Jack-James Frick,345,The Smooth Mole Inn,16,Mil's Best Ice,3.5
1501,2039,Puneetpaul DeLorenzo,66,Honorable Cod Tavern,21,Corona Light,4.0
1502,182,Santiago Orwig,313,The Natural Trumpet Bar,17,Natural Ice,3.5
1503,4275,Johndean Sawyer,540,The Questionable Elf Tavern,14,Steel Reserve,3
1504,2369,Clement Shaffer,974,Penitent Pikachu Pub,24,Heineken,3.5
1505,4859,Leighton Quizoz,661,Sweet Banjo ,19,Miller High Life,3.5
1506,3389,Dane Martin,806,Descriptive Banjo Tavern,19,Yuengling Lager,3.5
1507,4973,Darroch Mccord,577,The Broken Pizza Inn,13,Stella Artois,3.5
1508,4974,Khai Ebner,81,The Damaged Gate Tavern,19,Natural Light,4.0
1509,1941,Rice Pak,706,The Limping Pup Inn,24,Modelo especial,4.0
1510,2393,Dylan-John Chapman,147,Hapless Gate ,22,Michelob Ultra,4.0
1511,2171,McKenzie Boyd,32,The Juvenile Toad Tavern,15,Backwoods Bastard,4.0
1512,3811,Jakob Yates,884,The Economic Pikachu Tavern,13,Michelob Ultra,4.0
1513,4327,Keeton Hoffman,286,Different Gate ,21,Bud Ice,4
1514,1969,Guthrie Schlicht,230,The Narrow Snowman ,15,Keystone Light,3
1515,3921,Denzel Bateman,829,Incompetent Lioness Inn,22,Blue Moon,3.5
1516,4847,Azim Dewalt,429,The False Familiar Famous Onion Inn,13,Guinness,3
1517,2109,Dylan Celedon,287,Average Lion ,15,Miller Lite,4.0
1518,3677,Davis Sandstrom,345,The Smooth Mole Inn,17,King Julius,3.5
1519,4302,Danyil Orwig,873,The Jaded Cave Tavern,24,Icehouse,4.0
1520,4166,Pranav Tisler,399,Womanly Snowman Tavern,18,Blue Moon,3.5
1521,4300,Cael Moody,549,The Mountainous Gorilla ,24,Mil's Best Ice,3
1522,2901,Taylor Casal,959,Outgoing Pup Inn,24,90 Minute IPA,3.5
1523,925,Stuart Darnell,395,Evasive Wife Inn,15,Modelo especial,3
1524,1589,Baye Miller,183,The Interesting Noodle Bar,24,Budweiser,3.5
1525,745,Amrinder Schlicht,273,The Brave Badger Inn,21,Bud Light,3
1526,1814,Siddhant Stahl,804,The Normal Badger Bar,21,Bud Light,3
1527,4952,Eoin Johnson,796,The Truthful Cove Inn,23,Pabst Blue Ribbon,4.0
1528,3692,Brayden Miller,404,The Useless Banjo Inn,19,90 Minute IPA,3.5
1529,2666,Rheyden Chambers,241,Heartbreaking Elf Bar,22,Coors Light,4.0
1530,3473,Lenyn Vader,422,Spotless Banjo Inn,14,Coors Light,3
1531,2273,Ryan-Lee Baxster,867,The Ambiguous Rose Tavern,13,Bud Ice,3
1532,4128,Eiddon Roberts,382,The Jealous Lion Tavern,17,Breakfast Stout,3.5
1533,838,Olaoluwapolorimi Ulrich,864,The Prickly Snowman Pub,21,Miller High Life,3.5
1534,439,Buddy Wagner,367,Macho Cove Inn,16,KBS,3.5
